customer_id,signup_date,segment,acquisition_channel,initial_plan,initial_mrr,churn_date,upgraded_plan,final_mrr,cac
212,2023-01-01,SMB,Paid Search,Starter,29,,,29,453.53
213,2023-09-01,Mid-Market,Organic,Starter,29,2024-12-01,,0,68.58
214,2024-03-01,Mid-Market,Paid Search,Starter,29,,,29,429.68
215,2023-01-01,SMB,Organic,Starter,29,,,29,53.25
216,2024-03-01,SMB,Referral,Growth,99,2024-06-01,,0,92.87
217,2023-02-01,Mid-Market,Paid Search,Growth,99,,,99,434.38
218,2024-06-01,SMB,Referral,Starter,29,,,29,94.71
219,2024-01-01,Enterprise,Paid Search,Starter,29,2024-11-01,,0,467.17
220,2023-09-01,Mid-Market,Outbound Sales,Growth,99,,,99,1609.64
221,2023-08-01,SMB,Referral,Enterprise,799,2024-12-01,,0,75.96
222,2023-11-01,Mid-Market,Organic,Scale,299,2024-10-01,,0,52.6
223,2024-07-01,Mid-Market,Paid Search,Growth,99,,,99,472.91
224,2023-04-01,SMB,Outbound Sales,Scale,299,,,299,1365.63
225,2023-01-01,Mid-Market,Organic,Growth,99,,,99,65.89
226,2023-07-01,Mid-Market,Outbound Sales,Enterprise,799,,,799,1304.64
227,2024-04-01,SMB,Paid Search,Starter,29,2024-09-01,,0,476.93
228,2023-03-01,Mid-Market,Referral,Growth,99,,,99,87.16
229,2024-06-01,Enterprise,Referral,Starter,29,,,29,106.08
230,2023-08-01,SMB,Referral,Growth,99,2023-10-01,,0,86.08
231,2024-04-01,SMB,Organic,Starter,29,,Growth,99,54.75
232,2023-11-01,SMB,Paid Search,Growth,99,,,99,353.14
233,2024-08-01,Mid-Market,Referral,Starter,29,,,29,102.55
234,2023-12-01,Mid-Market,Partner,Scale,299,,,299,353.92
235,2024-11-01,SMB,Paid Search,Scale,299,,,299,486.24
236,2024-05-01,SMB,Partner,Starter,29,,,29,331.19
237,2024-02-01,SMB,Referral,Scale,299,,,299,87.56
238,2024-01-01,SMB,Partner,Starter,29,2024-03-01,,0,276.96
239,2024-11-01,Enterprise,Outbound Sales,Scale,299,,,299,1233.67
240,2024-04-01,Mid-Market,Referral,Growth,99,,,99,99.34
241,2023-06-01,Mid-Market,Organic,Growth,99,,,99,56.28
242,2023-12-01,Mid-Market,Outbound Sales,Growth,99,2024-07-01,,0,1503.96
243,2023-10-01,Mid-Market,Outbound Sales,Scale,299,,,299,1610.43
244,2024-06-01,Mid-Market,Partner,Growth,99,,,99,262.66
245,2024-03-01,SMB,Organic,Scale,299,2024-04-01,,0,50.74
246,2023-01-01,Enterprise,Partner,Scale,299,,Enterprise,799,254.33
247,2024-05-01,SMB,Paid Search,Starter,29,,,29,345.91
248,2024-07-01,SMB,Partner,Growth,99,,,99,322.91
249,2023-03-01,SMB,Outbound Sales,Starter,29,2024-06-01,,0,1400.21
250,2024-10-01,Mid-Market,Outbound Sales,Growth,99,,,99,1384.82
251,2024-04-01,SMB,Outbound Sales,Scale,299,,,299,1394.07
252,2023-03-01,SMB,Outbound Sales,Starter,29,,Growth,99,1117.55
253,2024-11-01,Mid-Market,Paid Search,Starter,29,,Growth,99,384.93
254,2023-06-01,SMB,Referral,Starter,29,2023-07-01,,0,81.57
255,2023-11-01,SMB,Paid Search,Growth,99,,,99,416.48
256,2023-01-01,Mid-Market,Outbound Sales,Starter,29,2024-08-01,,0,1554.66
257,2023-05-01,Mid-Market,Organic,Enterprise,799,,,799,71.33
258,2024-05-01,Enterprise,Organic,Scale,299,,,299,62.69
259,2023-04-01,SMB,Outbound Sales,Starter,29,,,29,1213.27
260,2024-02-01,Mid-Market,Organic,Starter,29,,,29,57.14
261,2024-05-01,SMB,Referral,Growth,99,2024-11-01,,0,83.71
262,2023-12-01,Mid-Market,Paid Search,Growth,99,,,99,370.28
263,2024-11-01,SMB,Paid Search,Scale,299,,,299,500.39
264,2024-09-01,Enterprise,Paid Search,Scale,299,,Enterprise,799,358.1
265,2023-11-01,SMB,Outbound Sales,Starter,29,2024-07-01,,0,1385.87
266,2024-03-01,Enterprise,Organic,Starter,29,,,29,67.17
267,2024-03-01,SMB,Paid Search,Scale,299,,,299,493.85
268,2024-08-01,Mid-Market,Organic,Growth,99,,,99,52.82
269,2023-02-01,Mid-Market,Paid Search,Starter,29,,,29,368.3
270,2024-07-01,Mid-Market,Organic,Enterprise,799,,,799,59.93
271,2023-01-01,SMB,Referral,Starter,29,2024-08-01,,0,85.84
272,2024-10-01,SMB,Outbound Sales,Starter,29,,,29,1214.64
273,2023-09-01,SMB,Referral,Growth,99,2024-06-01,,0,75.4
274,2023-10-01,SMB,Paid Search,Starter,29,2024-05-01,,0,397.26
275,2023-12-01,SMB,Paid Search,Growth,99,,,99,383.3
276,2024-01-01,Enterprise,Paid Search,Growth,99,,Scale,299,364.9
277,2023-12-01,SMB,Organic,Scale,299,2024-06-01,,0,56.84
278,2023-03-01,SMB,Paid Search,Starter,29,,,29,349.71
279,2024-03-01,SMB,Outbound Sales,Starter,29,,,29,1575.24
280,2024-01-01,Mid-Market,Outbound Sales,Scale,299,,,299,1403.46
281,2024-07-01,SMB,Paid Search,Growth,99,2024-09-01,,0,416.51
282,2023-11-01,SMB,Referral,Starter,29,,,29,76.67
283,2024-04-01,Mid-Market,Referral,Starter,29,,,29,99.99
284,2024-03-01,Mid-Market,Organic,Starter,29,,Growth,99,49.81
285,2024-03-01,SMB,Organic,Growth,99,,,99,71.64
286,2023-12-01,SMB,Referral,Starter,29,,,29,102.34
287,2024-04-01,Mid-Market,Organic,Growth,99,,,99,59.3
288,2024-09-01,Mid-Market,Organic,Starter,29,,,29,64.12
289,2024-07-01,Mid-Market,Partner,Growth,99,2024-11-01,,0,250.67
290,2023-09-01,SMB,Paid Search,Scale,299,2023-12-01,,0,418.07
291,2023-12-01,Mid-Market,Partner,Starter,29,,,29,338.35
292,2024-11-01,Mid-Market,Paid Search,Starter,29,2024-12-01,,0,349.14
293,2024-05-01,SMB,Paid Search,Growth,99,,,99,372.46
294,2024-03-01,SMB,Outbound Sales,Growth,99,2024-08-01,,0,1499.74
295,2023-03-01,Mid-Market,Referral,Starter,29,,,29,88.5
296,2024-06-01,SMB,Paid Search,Scale,299,,,299,447.71
297,2023-04-01,SMB,Partner,Starter,29,,,29,338.18
298,2024-07-01,Mid-Market,Paid Search,Growth,99,,Scale,299,360.44
299,2024-05-01,Enterprise,Referral,Enterprise,799,,,799,88.87
300,2024-11-01,Enterprise,Partner,Enterprise,799,,,799,307.51
301,2024-11-01,SMB,Organic,Growth,99,,,99,62.76
302,2023-07-01,Mid-Market,Paid Search,Growth,99,,Scale,299,478.43
303,2023-06-01,SMB,Paid Search,Scale,299,2023-11-01,,0,416.03
304,2024-05-01,SMB,Paid Search,Starter,29,,,29,389.29
305,2024-10-01,Mid-Market,Paid Search,Scale,299,,,299,470.8
306,2024-01-01,SMB,Referral,Growth,99,2024-09-01,,0,104.29
307,2023-08-01,Mid-Market,Partner,Growth,99,,Scale,299,283.04
308,2024-01-01,SMB,Organic,Starter,29,2024-02-01,,0,65.43
309,2023-07-01,SMB,Paid Search,Starter,29,,,29,371.6
310,2024-07-01,SMB,Organic,Starter,29,,Growth,99,50.16
311,2024-07-01,SMB,Organic,Enterprise,799,,,799,57.04
312,2024-01-01,Mid-Market,Outbound Sales,Scale,299,,Enterprise,799,1299.76
313,2024-04-01,Mid-Market,Outbound Sales,Starter,29,,,29,1141.57
314,2024-10-01,Mid-Market,Partner,Starter,29,,,29,252.27
315,2023-10-01,SMB,Referral,Growth,99,,,99,97.42
316,2024-03-01,SMB,Outbound Sales,Starter,29,,Growth,99,1468.16
317,2024-03-01,SMB,Organic,Starter,29,,,29,49.74
318,2024-09-01,Mid-Market,Outbound Sales,Starter,29,,Growth,99,1353.65
319,2023-04-01,SMB,Referral,Growth,99,2023-12-01,,0,92.15
320,2023-04-01,SMB,Outbound Sales,Growth,99,,,99,1349.24
321,2023-11-01,SMB,Outbound Sales,Growth,99,2023-12-01,,0,1608.76
322,2023-02-01,Enterprise,Organic,Growth,99,2023-11-01,,0,58.99
323,2023-12-01,SMB,Paid Search,Enterprise,799,,,799,427.61
324,2024-07-01,SMB,Partner,Starter,29,,Growth,99,277.22
325,2024-11-01,SMB,Partner,Starter,29,,,29,270.27
326,2023-05-01,SMB,Referral,Starter,29,2023-12-01,,0,101.48
327,2024-11-01,Mid-Market,Organic,Enterprise,799,,,799,70.27
328,2024-04-01,Mid-Market,Paid Search,Starter,29,,,29,390.05
329,2024-11-01,SMB,Paid Search,Enterprise,799,,,799,478.42
330,2024-11-01,Enterprise,Paid Search,Starter,29,,,29,406.85
331,2024-11-01,SMB,Outbound Sales,Growth,99,,,99,1363.24
332,2023-09-01,Enterprise,Referral,Scale,299,,,299,78.41
333,2024-03-01,Mid-Market,Paid Search,Growth,99,,,99,434.18
334,2024-04-01,SMB,Paid Search,Starter,29,2024-08-01,,0,496.05
335,2023-09-01,SMB,Referral,Starter,29,2024-10-01,,0,73.82
336,2024-08-01,Mid-Market,Paid Search,Growth,99,,,99,379.9
337,2024-02-01,SMB,Organic,Enterprise,799,,,799,64.67
338,2024-02-01,SMB,Referral,Growth,99,2024-03-01,,0,81.67
339,2024-10-01,SMB,Referral,Growth,99,,,99,85.25
340,2023-11-01,Mid-Market,Organic,Starter,29,,,29,54.96
341,2023-08-01,Enterprise,Paid Search,Starter,29,,,29,498.53
342,2024-07-01,Mid-Market,Referral,Starter,29,,,29,89.54
343,2023-05-01,SMB,Referral,Growth,99,2023-07-01,,0,76.82
344,2024-09-01,Mid-Market,Partner,Scale,299,,,299,254.67
345,2024-11-01,SMB,Referral,Starter,29,,,29,83.17
346,2023-12-01,SMB,Referral,Starter,29,2024-09-01,,0,86.44
347,2023-12-01,SMB,Organic,Growth,99,,,99,54.93
348,2023-01-01,Mid-Market,Outbound Sales,Growth,99,,,99,1377.29
349,2023-08-01,SMB,Paid Search,Scale,299,,,299,482.46
350,2023-08-01,Mid-Market,Referral,Growth,99,,,99,100.37
351,2024-06-01,Mid-Market,Paid Search,Starter,29,,,29,433.27
352,2023-05-01,Mid-Market,Paid Search,Starter,29,,,29,457.67
353,2023-08-01,SMB,Paid Search,Growth,99,,,99,447.29
354,2023-08-01,Enterprise,Paid Search,Scale,299,,,299,347.08
355,2024-02-01,Mid-Market,Organic,Starter,29,,,29,63.23
356,2024-05-01,Mid-Market,Paid Search,Starter,29,,,29,482.51
357,2023-11-01,Enterprise,Referral,Growth,99,,,99,101.88
358,2024-11-01,SMB,Outbound Sales,Starter,29,,,29,1333.83
359,2023-05-01,SMB,Paid Search,Scale,299,,,299,390.75
360,2024-09-01,SMB,Paid Search,Starter,29,,,29,399.47
361,2024-06-01,Mid-Market,Outbound Sales,Starter,29,,,29,1385.53
362,2024-04-01,SMB,Organic,Enterprise,799,,,799,57.83
363,2023-09-01,Mid-Market,Organic,Starter,29,,,29,56.36
364,2024-03-01,Mid-Market,Referral,Growth,99,,Scale,299,76.27
365,2023-04-01,Mid-Market,Organic,Growth,99,2024-10-01,,0,50.55
366,2023-07-01,SMB,Partner,Growth,99,,,99,243.52
367,2023-12-01,SMB,Paid Search,Starter,29,2024-06-01,,0,502.97
368,2023-10-01,SMB,Organic,Starter,29,,,29,56.7
369,2024-02-01,SMB,Organic,Scale,299,,,299,49.74
370,2023-10-01,SMB,Paid Search,Starter,29,2024-09-01,,0,431.36
371,2023-06-01,SMB,Paid Search,Growth,99,2023-07-01,,0,449.41
372,2024-08-01,SMB,Outbound Sales,Starter,29,,,29,1447.62
373,2023-07-01,SMB,Referral,Enterprise,799,,,799,106.9
374,2023-02-01,SMB,Paid Search,Starter,29,2024-04-01,,0,371.82
375,2023-06-01,Mid-Market,Organic,Starter,29,,,29,69.47
376,2024-03-01,SMB,Partner,Starter,29,,,29,348.74
377,2024-08-01,Enterprise,Paid Search,Growth,99,,,99,412.9
378,2023-01-01,SMB,Paid Search,Growth,99,,,99,496.07
379,2024-03-01,SMB,Referral,Growth,99,,,99,79.26
380,2023-08-01,Mid-Market,Organic,Starter,29,2023-10-01,,0,56.15
381,2024-08-01,Mid-Market,Referral,Growth,99,,,99,99.34
382,2024-01-01,SMB,Referral,Starter,29,2024-02-01,,0,106.02
383,2024-04-01,Mid-Market,Organic,Growth,99,,,99,49.87
384,2023-04-01,Mid-Market,Organic,Starter,29,2024-08-01,,0,64.15
385,2023-01-01,Enterprise,Paid Search,Starter,29,2023-07-01,,0,494.45
